0.15000000596046448	27792
0.15000000596046448	10004
0.15000000596046448	10005
0.15000000596046448	10006
0.15000000596046448	10007
0.15000000596046448	9992
0.15000000596046448	10008
0.15000000596046448	10009
0.15000000596046448	9988
0.15000000596046448	9987
0.15000000596046448	9986
0.15000000596046448	9984
0.15000000596046448	9982
0.15000000596046448	10012
0.15000000596046448	9977
0.15000000596046448	10015
0.15000000596046448	9973
0.15000000596046448	10018
0.15000000596046448	10019
0.15000000596046448	9970
0.15000000596046448	10020
0.15000000596046448	9969
0.15000000596046448	9968
0.15000000596046448	9966
0.15000000596046448	9963
0.15000000596046448	9962
0.15000000596046448	9961
0.15000000596046448	9960
0.15000000596046448	9958
0.15000000596046448	10025
0.15000000596046448	9956
0.15000000596046448	9955
0.15000000596046448	9954
0.15000000596046448	9953
0.15000000596046448	9951
0.15000000596046448	9950
0.15000000596046448	10026
0.15000000596046448	9949
0.15000000596046448	9948
0.15000000596046448	9947
0.15000000596046448	9946
0.15000000596046448	9945
0.15000000596046448	9944
0.15000000596046448	9942
0.15000000596046448	9941
0.15000000596046448	9940
0.15000000596046448	10027
0.15000000596046448	9939
0.15000000596046448	9937
0.15000000596046448	9936
0.15000000596046448	9935
0.15000000596046448	9933
0.15000000596046448	9932
0.15000000596046448	9931
0.15000000596046448	9930
0.15000000596046448	9929
0.15000000596046448	9928
0.15000000596046448	9927
0.15000000596046448	9926
0.15000000596046448	9925
0.15000000596046448	9924
0.15000000596046448	9923
0.15000000596046448	9922
0.15000000596046448	9920
0.15000000596046448	10033
0.15000000596046448	9919
0.15000000596046448	9918
0.15000000596046448	9917
0.15000000596046448	9916
0.15000000596046448	9915
0.15000000596046448	9914
0.15000000596046448	9913
0.15000000596046448	9911
0.15000000596046448	10034
0.15000000596046448	9908
0.15000000596046448	9907
0.15000000596046448	9906
0.15000000596046448	9905
0.15000000596046448	9904
0.15000000596046448	9903
0.15000000596046448	9901
0.15000000596046448	10037
0.15000000596046448	10038
0.15000000596046448	9899
